GVKEY,IBES Ticker,Duplicates
12833,DKLP,0
150139,DKS,0
25694,DKWD,0
180413,DL,0
137432,DLA,0
119474,DLAI,0
61058,DLBI,0
3844,DLCH,0
21061,DLFI,0
30034,DLGC,0
233038,DLGS,0
60860,DLGX,0
3846,DLH,0
3840,DLI,0
64184,DLIA,0
162354,DLIB,0
3697,DLIT,0
25805,DLK,0
3966,DLL,0
160892,DLLR,0
24283,DLM,0
18926,DLNG,0
29659,DLNK,0
3986,DLOG,0
13480,DLPH,0
31802,DLPHW,0
160991,DLRN,0
3724,DLS,0
3861,DLT,0
64423,DLT1,0
3858,DLTA,0
26335,DLTH,0
3857,DLTK,0
31587,DLTR,0
30210,DLV,0
3863,DLX,0
177982,DM,0
4021,DM1,0
178113,DMAN,0
3779,DMAR,0
4025,DMBK,0
3994,DMC,0
30566,DMC1,0
64152,DMC2,0
12870,DMCB,0
3713,DMCV,0
3849,DMD,0
185703,DMDA,0
163627,DMDN,0
4228,DMDS,0
28691,DME1,0
12264,DMED,0
212310,DMEE,0
3735,DMG,0
228598,DMH,0
3808,DMI,0
14209,DMI1,0
13329,DMIC,0
3700,DMIF,0
3733,DML,0
17828,DMLB,0
26096,DMM2,0
29105,DMMC,0
3730,DMN,0
3937,DMN2,0
4117,DMO,0
24997,DMOR,0
4022,DMP1,0
160211,DMPI,0
25096,DMRK,0
66418,DMSC,0
26197,DMTX,0
3928,DN,0
5020,DNA,0
25129,DNAI,0
3702,DNAP,0
111631,DNB1,0
30082,DNBF,0
179231,DNBK,0
64663,DNCC,0
25586,DNCR,0
260838,DND1,0
136884,DNDN,0
152708,DNET,0
3971,DNEX,0
3935,DNIC,0
24038,DNKG,0
174222,DNKN,0
28450,DNKY,0
17932,DNLC,0
65861,DNLI,0
20235,DNOWW,0
14700,DNP,0
16807,DNSF,0
21552,DNST,0
24768,DNXX,0
4040,DNY,0
61409,DO,0
62591,DOCC,0
64705,DOCD,0
62591,DOCI,0
12664,DOCK,0
23964,DOCM,0
18145,DOCN,0
20588,DOCS,0
66530,DOCU,0
63606,DOCX,0
32819,DOGZ,0
4016,DOLR,0
30740,DOM,0
13609,DOMN,0
33603,DOMO,0
4024,DOMZ,0
14462,DON,0
162870,DOO1,0
4048,DOR,0
12269,DOSE,0
4050,DOSK,0
4051,DOTX,0
4055,DOUG,0
4058,DOV,0
31657,DOVA,0
147201,DOVP,0
165053,DOVR,0
28305,DOVT,0
4060,DOW,0
3783,DOW1,0
111880,DOX,0
4066,DOYL,0
11907,DPAC,0
3784,DPC,0
3917,DPCZ,0
25913,DPGE,0
118122,DPH,0
13911,DPHZ,0
3765,DPKG,0
3814,DPL,0
21047,DPLO,0
165466,DPM,0
65944,DPMD,0
63052,DPMI,0
62102,DPNR,0
62321,DPRC,0
15273,DPS,0
62441,DPSI,0
3782,DPT,0
22447,DPTR,0
63905,DPU,0
4101,DPX,0
184155,DQ,0
3862,DQSB,0
4103,DQU,0
7724,DR,0
66275,DRA,0
145080,DRAD,0
25460,DRAI,0
7343,DRAM,0
4068,DRAN,0
15442,DRC,0
106112,DRC1,0
3753,DRCH,0
4090,DRCK,0
4127,DRCO,0
154255,DRCT,0
66367,DRD,0
166704,DRDR,0
13510,DRE,0
14546,DREA,0
4071,DRES,0
62898,DRF,0
17947,DRFN,0
163948,DRG,0
4085,DRGS,0
160706,DRH,0
25340,DRHI,0
31846,DRI,0
185363,DRII,0
17485,DRIO,0
3768,DRIS,0
113362,DRIV,0
4105,DRKN,0
63227,DRLX,0
13587,DRM,0
12580,DRMD,0
13505,DRMS,0
19470,DRNA,0
12736,DRNK,0
17951,DROV,0
65671,DRQ,0
63483,DRRA,0
140044,DRRX,0
3918,DRS,0
15577,DRSD,0
60950,DRTE,0
12090,DRTK,0
125277,DRTN,0
170961,DRTX,0
3747,DRUG,0
4069,DRV,0
177222,DRWI,0
12629,DRX,0
4077,DRXR,0
4079,DRY,0
160202,DRYC,0
4078,DRYR,0
162768,DRYS,0
30269,DRZ,0
16808,DSBC,0
3787,DSCC,0
122355,DSCM,0
3786,DSCP,0
63085,DSD,0
66657,DSET,0
3885,DSG,0
66326,DSG1,0
25262,DSGI,0
185826,DSGS,0
62830,DSH,0
185103,DSH1,0
64830,DSIT,0
184339,DSKX,0
21049,DSKY,0
4065,DSL,0
60951,DSLG,0
124595,DSLN,0
3927,DSLT,0
106158,DSM1,0
13941,DSMI,0
3868,DSN,0
3888,DSO,0
13130,DSP,0
3874,DSP9,0
31586,DSPC,0
29722,DSPG,0
11803,DSPT,0
8867,DSS,0
24912,DSSI,0
3707,DST,0
120295,DSTA,0
157217,DSTI,0
31660,DSTM,0
3707,DSTS,0
63085,DSUP,0
61030,DSWL,0
163060,DSXX,0
4049,DSY,0
30887,DSYS,0
30537,DSYT,0
221616,DT,0
132599,DTAS,0
4034,DTC1,0
13371,DTCI,0
23557,DTEA,0
129623,DTEC,0
66061,DTG,0
131423,DTHK,0
30068,DTII,0
3859,DTL,0
61760,DTL1,0
113269,DTLK,0
13016,DTLN,0
64713,DTMC,0
61159,DTOP,0
64418,DTPI,0
61754,DTPT,0
3895,DTRX,0
3775,DTS,0
3796,DTSI,0
153813,DTSY,0
3864,DTZ,0
4090,DUCK,0
176463,DUCO,0
29065,DUCR,0
65973,DUDE,0
25030,DUF,0
178453,DUFF,0
4110,DUFM,0
4093,DUK,0
4098,DUNK,0
4100,DUQN,0
4109,DUR,0
14890,DUR1,0
24908,DURA,0
201706,DURD,0
4108,DURI,0
24898,DUSA,0
141496,DVAX,0
28715,DVCO,0
24668,DVCR,0
63708,DVD,0
12775,DVI,0
3842,DVL,0
3907,DVL1,0
21062,DVLG,0
14489,DVMT,0
14934,DVN,0
60897,DVNT,0
184109,DVOX,0
176238,DVR,0
3905,DVR1,0
13297,DVRS,0
146071,DVS,0
130041,DVSA,0
62152,DVXE,0
11796,DW,0
25320,DWCH,0
4060,DWDP,0
160912,DWEI,0
3708,DWG,0
177222,DWI1,0
13127,DWP,0
3823,DWR,0
264709,DWRE,0
61473,DWRX,0
187687,DWRZ,0
3806,DWSN,0
180178,DWT,0
28618,DWTI,0
3805,DWWS,0
12637,DWYR,0
162887,DXCM,0
64966,DXD,0
13964,DXN,0
62574,DXO,0
3936,DXTK,0
4001,DXYN,0
63726,DY07,0
4126,DYA,0
112754,DYAX,0
4114,DYC,0
4115,DYCO,0
23000,DYGN,0
25312,DYII,0
63468,DYMX,0
4119,DYN,0
4128,DYNA,0
4124,DYNT,0
16483,DYOL,0
165147,DYP,0
29878,DYPR,0
4134,DYR,0
205677,DYS,0
4130,DYSL,0
4136,DYSN,0
4132,DYTC,0
26064,DYTK,0
4113,DYTR,0
31467,DZTK,0
10672,E,0
61616,E1,0
4283,EA,0
133764,EA0V,0
4138,EAC,0
142382,EACC,0
12698,EACO,0
23882,EACQ,0
184868,EACZ,0
4323,EAF,0
14362,EAG,0
25571,EAGL,0
62284,EAII,0
23953,EAIN,0
4330,EAIR,0
4183,EAL,0
150242,EANY,0
14606,EAR,0
17866,EARN,0
21208,EARS,0
4372,EASI,0
22998,EASL,0
63684,EASY,0
4198,EATO,0
12533,EATS,0
4201,EAVN,0
12846,EB,0
61367,EBAY,0
4203,EBER,0
4390,EBF,0
186428,EBFC,0
111721,EBGN,0
164058,EBHC,0
65945,EBI,0
177179,EBIG,0
4264,EBII,0
28937,EBIO,0
126317,EBKR,0
4137,EBMI,0
4428,EBNC,0
127376,EBNX,0
176022,EBO,0
20099,EBPI,0
201792,EBR,0
4218,EBS,0
179298,EBSB,0
66465,EBSC,0
16718,EBSI,0
177944,EBTX,0
29271,EBY,0
114524,EBY1,0
4371,EC,0
24882,ECA1,0
13421,ECAD,0
21921,ECC,0
161065,ECCC,0
28433,ECCS,0
287882,ECEE,0
4457,ECGC,0
14599,ECGI,0
20417,ECGO,0
4204,ECH,0
179957,ECHO,0
17201,ECI,0
62831,ECI1,0
30828,ECII,0
4140,ECIL,0
4296,ECIN,0
4207,ECK,0
14287,ECLA,0
127436,ECLG,0
113270,ECLP,0
13483,ECN,0
4205,ECO,0
1439,ECOL,0
17811,ECOM,0
4213,ECON,0
33614,ECOR,0
16420,ECP,0
20513,ECR,0
16726,ECRC,0
127177,ECRU,0
24900,ECSC,0
64143,ECSG,0
64497,ECSI,0
160934,ECST,0
4265,ECTH,0
13442,ECTL,0
184602,ECTT,0
125474,ECTX,0
185428,ECYT,0
3413,ED,0
13630,ED0N,0
65189,EDAP,0
14177,EDAT,0
4223,EDCC,0
12436,EDCO,0
4331,EDE,0
30832,EDEL,0
140024,EDEN,0
136646,EDET,0
62753,EDFY,0
26273,EDGE,0
170418,EDGG,0
120816,EDGR,0
30070,EDIN,0
26874,EDIT,0
29924,EDIX,0
112822,EDLG,0
63907,EDM2,1
63907,EDMC,1
63886,EDMD,0
18087,EDMK,0
267054,EDN,0
28625,EDNT,0
4222,EDO,0
13157,EDP,0
64910,EDPS,0
107245,EDR1,0
161953,EDRT,0
33528,EDRY,0
5074,EDS,0
126295,EDSN,0
175442,EDU,0
4225,EDUC,0
25520,EDUS,0
65465,EDUT,0
4144,EEC,0
4394,EEE,0
24412,EEE1,0
133324,EEEE,0
161877,EEEF,0
17963,EEGL,0
13128,EEI,0
121757,EELN,0
150838,EEQ,0
160874,EERG,0
13894,EESI,0
149379,EEVT,0
30998,EEX,0
4355,EFAC,0
64615,EFBC,0
109158,EFC,0
30494,EFCW,0
29762,EFCX,0
134144,EFDS,0
4431,EFG,0
5793,EFH,0
14569,EFIC,0
25774,EFII,0
160893,EFM,0
183902,EFNC,0
122077,EFNT,0
107712,EFR1,0
24920,EFS,0
16723,EFSB,0
117141,EFSC,0
29823,EFTC,0
122656,EFTD,0
4189,EFU,0
4423,EFX,0
13534,EGA,0
187215,EGAL,0
124036,EGAN,0
4383,EGAS,0
163685,EGBI,0
65221,EGEO,0
4145,EGG,0
14463,EGGS,0
65021,EGHT,0
4164,EGL,0
4165,EGLC,0
15424,EGLE,0
12413,EGLH,0
28502,EGLS,0
160933,EGLT,0
4351,EGN,0
106248,EGNI,0
122078,EGOV,0
4193,EGP,0
60883,EGPT,0
62406,EGR,0
63501,EGRP,0
127535,EGRT,0
19784,EGRX,0
286396,EGVN,0
19962,EGY,0
282189,EGYW,0
164610,EHHA,0
22111,EHIC,0
4146,EHIL,0
13624,EHP,0
161961,EHPO,0
62918,EHST,0
174389,EHTH,0
4326,EI99,0
14790,EIC,0
166365,EICU,0
220748,EIDS,0
33641,EIDX,0
176591,EIG,0
197559,EIGI,0
165854,EIHI,0
25709,EIII,0
64112,EIN,0
4148,EIPM,0
14701,EIS,0
25525,EISI,0
24989,EITI,0
4471,EJ,0
30069,EJD,0
178093,EJK,0
4194,EK,0
28617,EKC,0
13149,EKR,0
17727,EKSO,0
61761,EKT,0
61567,EL,0
106261,EL0T,0
147885,ELAB,0
62437,ELAM,0
4245,ELAN,0
14303,ELB,0
105943,ELBI,0
112775,ELBO,0
113530,ELC,0
4238,ELCH,0
4250,ELCN,0
61755,ELCO,0
26539,ELD1,1
26539,ELD2,1
12360,ELDC,0
185125,ELDM,0
4253,ELDN,0
4301,ELE,0
15321,ELE1,0
28743,ELEK,0
28395,ELET,0
13262,ELEX,0
19364,ELF,0
4240,ELG,0
29695,ELI,0
65907,ELIX,0
15233,ELJ,0
4251,ELK,0
186955,ELLI,0
4310,ELLM,0
29667,ELM,0
4280,ELMD,0
4279,ELMG,0
61410,ELN1,0
64281,ELNK,0
4248,ELNT,0
100075,ELNV,0
112774,ELON,0
130400,ELOQ,0
160902,ELOS,0
129840,ELOY,0
187970,ELOZ,0
4241,ELPA,0
4273,ELRC,0
4311,ELRN,0
4313,ELS,0
4312,ELT,0
64278,ELTK,0
185557,ELTQ,0
25976,ELTX,0
26509,ELVT,0
14620,ELXX,0
24978,ELY,0
4411,EM,0
63698,EM0T,0
114698,EMA,0
162356,EMAG,0
29668,EMAK,0
134447,EMBT,0
24662,EMBX,0
4357,EMC,0
16716,EMCI,0
4374,EMCO,0
31140,EMCR,0
12053,EMCS,0
4322,EME,0
65433,EMED,0
7665,EMER,0
17628,EMES,0
4195,EMET,0
4150,EMFC,0
4327,EMH,0
4152,EMI,0
15446,EMIS,0
64637,EMKR,0
4186,EML,0
4316,EML1,0
4340,EMLX,0
175903,EMM,0
15337,EMMS,0
29392,EMN,0
187405,EMO,0
29889,EMP,0
4335,EMP2,0
4329,EMPI,0
4321,EMR,0
129118,EMRG,0
164571,EMS,0
29761,EMSI,0
25611,EMT,0
112301,EMU,0
4401,EN,0
178848,EN0T,0
201794,EN3,0
27927,ENBC,0
19273,ENBL,0
63419,ENBX,0
4344,ENCC,0
29427,ENCD,0
15440,ENCL,0
62200,END1,0
27973,ENDG,0
4385,ENDL,0
4349,ENDO,0
63645,ENDP,0
4348,ENDV,0
184006,ENEG,0
178319,ENEP,0
4352,ENER,0
31597,ENET,0
187721,ENFC,0
23743,ENG,0
122137,ENGA,0
65513,ENGE,0
61971,ENGG,0
4388,ENGH,0
24849,ENGL,0
214862,ENGS,0
4367,ENGY,0
152249,ENH,0
29039,ENI,0
27141,ENIC,0
178803,ENIG,0
26101,ENL1,0
19935,ENLC,0
62395,ENMC,0
63030,ENMD,0
63854,ENML,0
4381,ENNI,0
29756,ENNS,0
65229,ENNT,0
177256,ENOC,0
25627,ENP,0
187450,ENPH,0
62811,ENPT,0
24317,ENQ,0
4363,ENR,0
133367,ENR1,0
4393,ENS,0
178846,ENSL,0
29040,ENSY,0
2706,ENT,0
112694,ENT1,0
16269,ENTA,0
13670,ENTC,0
137573,ENTG,0
22667,ENTL,0
4398,ENTN,0
30833,ENTR,0
64514,ENTS,0
113609,ENTU,0
32749,ENTX,0
4269,ENUC,0
184576,ENV,0
28026,ENV2,0
277918,ENVA,0
25640,ENVG,0
13317,ENVI,0
4412,ENVR,0
24058,ENVY,0
186995,ENVZ,0
4302,ENW,0
140736,ENWV,0
4409,ENZN,0
4418,ENZO,0
18609,ENZY,0
30538,EOC,0
27142,EOCA,0
16478,EOG,0
32919,EOLS,0
178939,EONE,0
65048,EOP,0
170759,EOPN,0
162859,EOSN,0
30023,EOT,0
13158,EP,0
4243,EPAI,0
187697,EPAM,0
147307,EPAX,0
118223,EPAY,0
178863,EPB,0
112876,EPD,0
164668,EPE,0
64535,EPEX,0
4242,EPG,0
4168,EPI,0
30867,EPI2,0
4410,EPIC,0
20118,EPIE,0
15242,EPII,0
138489,EPIK,0
64346,EPIQ,0
64314,EPIX,0
63100,EPMD,0
123995,EPNY,0
180030,EPOC,0
30992,EPP,0
65710,EPR,0
4246,EPRC,0
133325,EPRS,0
33684,EPRT,0
4420,EPSC,0
4421,EPSI,0
108348,EPTC,0
31352,EPTG,0
28692,EPTK,0
12915,EPTO,0
4402,EPUB,0
17808,EPZM,0
4429,EQ,0
25573,EQ1,0
26347,EQBK,0
174130,EQC,0
27901,EQCC,0
23072,EQGP,0
32767,EQH,0
14491,EQIC,0
138743,EQIX,0
4425,EQK,0
13650,EQM,0
29187,EQMD,0
170748,EQMZ,0
28147,EQNX,0
28733,EQR,0
29896,EQSB,0
4430,EQT,0
4434,EQTY,0
4422,EQUA,0
10279,EQUI,0
110382,EQY,0
29891,ER,0
187766,ERAG,0
4436,ERB,0
4153,ERC,0
25430,ERC1,0
182726,ERCC,0
15026,ERCE,0
15126,ERCI,0
178943,ERCM,0
31746,ERDR,0
20214,ERF1,0
64619,ERGB,0
61717,ERGO,0
4361,ERGS,0
21808,ERI,0
4439,ERIC,0
61380,ERIE,0
179738,ERII,0
62442,ERIV,0
213288,ERJ,0
4173,ERLY,0
30702,ERNS,0
183480,ERNT,0
4447,ERO,0
175157,EROC,0
25134,EROI,0
278246,EROS,0
27748,EROX,0
28203,ERSI,0
106228,ERTH,0
16721,ERTS,0
174744,ERV,0
4178,ES,0
19163,ESAI,0
65794,ESAT,0
4454,ESB,0
17971,ESBB,0
22306,ESBF,0
17987,ESBK,0
61584,ESC,0
31723,ESC1,0
4448,ESCA,0
4467,ESCC,0
164002,ESCH,0
62471,ESCM,0
4414,ESCO,0
63122,ESCP,0
4373,ESD,0
18398,ESDI,0
23224,ESE,0
165913,ESEA,0
4456,ESEX,0
23025,ESF,0
66636,ESFT,0
187644,ESG,0
176602,ESGR,0
9455,ESH,0
4156,ESI,0
31224,ESI2,0
4274,ESIO,0
61438,ESIX,0
4460,ESL,0
4158,ESLI,0
140904,ESLR,0
65380,ESLT,0
4449,ESM,0
29669,ESMR,0
13537,ESN,0
4216,ESNE,0
18745,ESNT,0
28732,ESOL,0
24988,ESON,0
127377,ESPD,0
138703,ESPN,0
64430,ESPR,0
121377,ESPS,0
18162,ESPT,0
4452,ESQ,0
28277,ESQS,0
66628,ESRE,0
170714,ESRT,0
25356,ESRX,0
30293,ESS,0
176703,ESSA,0
13408,ESSF,0
64271,ESSI,0
61396,ESST,0
33779,ESTA,0
34243,ESTC,0
62960,ESTI,0
140062,ESTK,0
124675,ESTM,0
4182,ESTO,0
61762,ESTR,0
4368,ESV,0
4455,ESX,0
4159,ESY,0
165215,ESYW,0
4244,ET,0
2068,ETB,0
4443,ETCC,0
4292,ETCI,0
13844,ETCO,0
61443,ETEC,0
116431,ETEK,0
14479,ETEX,0
31302,ETFS,0
64517,ETG1,0
196855,ETGT,0
23252,ETH,0
28027,ETHC,0
4461,ETHN,0
4451,ETI,0
133326,ETIN,0
165649,ETL,0
176955,ETLE,0
117902,ETM,0
33997,ETON,0
66564,ETOP,0
100571,ETP,0
25384,ETRC,0
4405,ETRE,0
178847,ETRM,0
34337,ETRN,0
23238,ETSY,0
66365,ETT,0
62006,ETTI,0
34016,ETTX,0
159125,ETWC,0
4404,ETX,0
120655,ETYS,0
4191,EUA,0
160502,EUBK,0
62018,EUFA,0
62079,EUNI,0
61246,EUPH,0
177467,EURX,0
61640,EUSA,0
23296,EVA,0
170960,EVAC,0
4469,EVAN,0
27874,EVBG,0
65176,EVBN,0
66148,EVBS,0
137943,EVC,0
154118,EVD,0
184208,EVDY,0
175006,EVEP,0
28250,EVGM,0
16728,EVGN,0
23818,EVH,0
18432,EVHC,0
118503,EVI,0
18173,EVKO,0
33444,EVLO,0
138605,EVLV,0
23487,EVMD,0
137881,EVOK,0
110529,EVOL,0
33533,EVOP,0
146137,EVOR,0
63731,EVR,0
185375,EVRC,0
124437,EVRT,0
13588,EVRX,0
4468,EVS,0
63220,EVSN,0
4417,EVT,0
26018,EVTC,0
62017,EVTI,0
28300,EVV,0
163720,EVVV,0
4470,EVY,0
133366,EW,0
4160,EWAT,0
28231,EWB,0
118042,EWBC,0
115812,EWBX,0
29063,EWEB,0
61741,EWND,0
30585,EWR,0
14535,EWSC,0
13634,EX,0
62948,EXAC,0
185584,EXAM,0
116588,EXAP,0
4476,EXAR,0
141277,EXAS,0
187773,EXAZ,0
118502,EXBD,0
16729,EXBT,0
4479,EXC,0
4477,EXCA,0
7422,EXCO,0
106368,EXDS,0
65334,EXEC,0
138486,EXEE,0
133885,EXEL,0
137377,EXFO,0
176793,EXG,0
61038,EXGN,0
111179,EXJF,0
184449,EXL,0
4478,EXLL,0
13195,EXLN,0
162449,EXLS,0
136264,EXLT,0
4501,EXMS,0
122835,EXNT,0
10673,EXP,0
4494,EXPD,0
126296,EXPE,0
18875,EXPI,0
4498,EXPO,0
184323,EXPR,0
4305,EXR,0
160479,EXRN,0
29845,EXSO,0
19950,EXTL,0
119574,EXTM,0
128560,EXTN,0
26035,EXTR,0
4487,EXU,0
4462,EY,0
3504,EYE,0
21282,EYEG,0
32861,EYEN,0
65303,EYES,0
156292,EYET,0
315258,EYRYY,0
28731,EZCI,0
25634,EZCO,0
4162,EZEM,0
107033,EZM1,0
24430,EZPW,0
23778,EZS,0
4839,F,0
4914,FA,0
30328,FA1A,0
106404,FA1F,0
4660,FAAA,0
177528,FAAC,0
64267,FAB,0
4674,FABC,0
4680,FABK,0
4677,FAC,0
28351,FAC1,0
11792,FACE,0
63377,FACO,0
11819,FACT,0
154254,FADV,0
175983,FAEC,0
184899,FAF,0
4507,FAFO,0
13453,FAHN,0
16231,FAHS,0
23027,FAIL,0
132799,FAIM,0
4538,FAIR,0
12903,FAL,0
4558,FALB,0
31458,FALL,0
25207,FAM,0
16767,FAMA,0
15153,FAMC,0
24657,FAMF,0
12796,FAMR,0
170750,FANG,0
4585,FARC,0
4547,FARF,0
24846,FARL,0
4579,FARM,0
4575,FARN,0
65421,FARO,0
120717,FASH,0
14225,FAST,0
32592,FAT,0
18562,FATE,0
4679,FATN,0
64060,FATS,0
182015,FATV,0
11965,FAU,0
64433,FAVS,0
16933,FAXM,0
63762,FAXX,0
4592,FAY,0
30909,FB,0
18049,FBA1,0
15183,FBAC,0
13842,FBAR,0
28993,FBAY,0
60943,FBBC,0
4684,FBC,0
61226,FBCE,0
29423,FBCI,0
175131,FBCM,0
18284,FBCV,0
4628,FBD,0
14952,FBD1,0
119436,FBEI,0
62533,FBER,0
4683,FBF,0
4741,FBFW,0
4521,FBG,0
66085,FBG1,0
18205,FBGI,0
5433,FBH,0
28526,FBHC,0
188255,FBHS,0
16864,FBIC,0
165284,FBIZ,0
170617,FBK,0
29835,FBM,0
23107,FBMI,0
152049,FBMS,0
16777,FBNC,0
186344,FBNK,0
65022,FBNW,0
4603,FBO,0
4678,FBOH,0
14854,FBR,0
4526,FBRC,0
4629,FBRX,0
29466,FBS1,0
30614,FBST,0
18329,FBSY,0
4691,FBT,0
29404,FBTC,0
155736,FBTX,0
4838,FC,0
4523,FCA,0
17069,FCAL,0
4685,FCAP,0
4834,FCB,0
26071,FCB2,0
28914,FCBF,0
18238,FCBI,0
4819,FCBN,0
136265,FCBP,0
12429,FCC,0
121315,FCCM,0
112295,FCCO,0
65467,FCCY,0
4842,FCE,0
4688,FCF,0
61608,FCFC,0
121555,FCFL,0
66455,FCGI,0
12064,FCH,0
176450,FCHT,0
4546,FCI,0
24798,FCIN,0
64726,FCJK,0
25977,FCL,0
14171,FCLR,0
30750,FCLX,0
264418,FCNA,0
18058,FCNB,0
4690,FCNC,0
14825,FCOA,0
16815,FCOB,0
16811,FCOL,0
4694,FCOM,0
4692,FCP,0
64154,FCPO,0
26410,FCPTW,0
64154,FCPY,0
4745,FCR,0
118046,FCRV,0
106524,FCSC,0
28316,FCSE,0
120175,FCST,0
176521,FCSX,0
4535,FCT,0
18251,FCTN,0
16778,FCTR,0
61565,FCWI,0
14590,FCX,0
4789,FCYP,0
4611,FD,0
63172,FD1,0
4821,FDC,0
25157,FDC1,0
110560,FDCC,0
106519,FDE,0
28620,FDEF,0
144990,FDG1,0
16629,FDGC,0
15411,FDIR,0
65716,FDJA,0
4828,FDLN,0
4696,FDMC,0
28211,FDNY,0
4560,FDO,0
12472,FDOS,0
65267,FDOT,0
30443,FDP,0
4530,FDPC,0
12822,FDR,0
4698,FDRI,0
124319,FDRY,0
4611,FDS,0
165394,FDSA,0
65980,FDTR,0
4633,FDU,0
187483,FDUS,0
4598,FDX,0
4907,FE,0
11849,FEBC,0
14129,FED1,0
32615,FEDU,0
165832,FEED,0
29854,FEET,0
62404,FEG,0
4612,FEGP,0
4900,FEI,0
31881,FEIC,0
4618,FEL,0
4881,FELE,0
170639,FELP,0
4600,FEMK,0
4699,FEMP,0
4545,FEN,0
160750,FENE,0
187165,FENG,0
63315,FENT,0
23630,FENX,0
4623,FERO,0
15065,FERT,0
16828,FESX,0
180145,FESZ,0
171059,FET,0
11868,FEXA,0
14818,FEXC,0
4918,FEXP,0
18487,FEYE,0
14705,FF,0
13637,FFA,0
16829,FFAL,0
12584,FFAM,0
11817,FFAZ,0
4700,FFB,0
25521,FFBA,0
17195,FFBC,0
139342,FFBD,0
119535,FFBF,0
62755,FFBH,0
28959,FFBI,0
4704,FFBK,0
25739,FFBZ,0
11729,FFC,0
16836,FFCH,0
16813,FFCT,0
16727,FFD1,0
29340,FFDB,0
62575,FFDF,0
25465,FFDP,0
30770,FFEC,0
28799,FFEF,0
16822,FFES,0
4596,FFF,0
176430,FFFC,0
30646,FFFD,0
16734,FFFG,0
29553,FFFL,0
160781,FFFS,0
63288,FFG,0
61756,FFGI,0
63313,FFH,0
30756,FFHH,0
16838,FFHS,0
61585,FFIC,0
19019,FFII,0
16835,FFIN,0
121077,FFIV,0
18110,FFKT,0
16824,FFKY,0
29533,FFLC,0
176304,FFLH,0
4703,FFMC,0
25854,FFML,0
176452,FFMY,0
182116,FFNB,0
178545,FFNW,0
17007,FFOM,0
31765,FFOX,0
13686,FFP,0
28934,FFPB,0
16871,FFPC,0
16821,FFPR,0
16759,FFRV,0
14128,FFS,0
18369,FFS2,0
28976,FFS3,0
23944,FFSD,0
4577,FFSH,0
16832,FFSM,0
9804,FFST,0
16865,FFSW,0
25528,FFSX,0
176449,FFTN,0
30769,FFVA,0
28058,FFWC,0
28805,FFWD,0
20677,FFWM,0
28513,FFYF,0
10815,FG,0
61084,FGAS,0
16840,FGBC,0
108979,FGBI,0
12586,FGC,0
31007,FGCI,0
157758,FGDR,0
4751,FGE,0
21901,FGEN,0
4754,FGG,0
4836,FGI,0
65135,FGII,0
114959,FGIV,0
13401,FGL,0
4655,FGL9,0
4794,FGLF,0
18635,FGLN,0
4806,FGN,0
13962,FGP,0
4581,FGRP,0
16839,FGSV,0
178706,FGXI,0
22615,FH,0
100049,FHAG,0
25866,FHCI,0
4578,FHFC,0
4850,FHP,0
13779,FHPC,0
4748,FHR,0
144989,FHR1,0
135986,FHRX,0
21491,FHT,0
4708,FHWN,0
27665,FHWN/1,0
12697,FI2G,0
21593,FI2L,0
155282,FI2O,0
18439,FI2T,0
15172,FIAD,1
15172,FIAT,1
184167,FIBK,0
162293,FIBP,0
13378,FIBR,0
158314,FICC,0
4905,FICE,0
13824,FICI,0
4631,FICR,0
176556,FIER,0
29101,FIFB,0
189566,FIFF,0
17956,FIFI,0
61389,FIFS,0
176595,FIG,0
4641,FIG1,0
66731,FII,0
14193,FIIA,0
4783,FIIF,0
121713,FIIS,0
21250,FIL,0
4599,FIL1,0
13525,FILE,0
4645,FILT,0
24402,FIMG,0
63087,FINE,0
25322,FINF,0
4663,FING,0
182439,FINH,0
25357,FINL,0
186683,FIOU,0
4672,FIR,0
129471,FIRE,0
4746,FIS,0
16843,FISB,0
4656,FISI,0
18366,FISN,0
12635,FISV,0
4520,FIT,0
4640,FITB,0
16764,FITC,0
29247,FITT,0
19908,FIVN,0
16683,FIVT,0
64997,FIX,0
14935,FIXA,0
33240,FIXX,0
24463,FIZ,0
4765,FJAK,0
4711,FJNC,0
4595,FJQ,0
112090,FKAN,0
16874,FKFD,0
31462,FKFS,0
60977,FKKY,0
4817,FKM,0
4887,FKS,0
4712,FKYN,0
4555,FL1,0
4790,FLA,0
4755,FLA9,0
17016,FLAG,0
29428,FLAR,0
119016,FLAS,0
62403,FLB,0
30969,FLBC,0
157973,FLBF,0
30495,FLC1,0
64072,FLCH,0
4649,FLCO,0
4553,FLCP,0
4635,FLD,0
179840,FLDM,0
62268,FLDR,0
116166,FLDT,0
4768,FLE,0
22184,FLER,0
16844,FLFC,0
156290,FLFN,0
25618,FLG,0
64699,FLGS,0
28012,FLGT,0
28321,FLH,0
30183,FLI,0
18307,FLIC,0
4508,FLIF,0
4775,FLIK,0
28477,FLIR,0
22673,FLKS,0
4769,FLM,0
30660,FLMK,0
63005,FLML,0
65114,FLNK,0
4809,FLO,0
112965,FLOB,0
4807,FLOW,0
4781,FLP,0
18375,FLP1,0
21595,FLPB,0
4818,FLR1,0
138441,FLRE,0
5541,FLRO,0
4803,FLS,0
31016,FLSC,0
28001,FLSH,0
4764,FLT,0
4777,FLTI,0
184700,FLTT,0
13858,FLTX,0
25745,FLUG,0
