GVKEY,IBES Ticker,Duplicates
18746,LARL,0
6594,LARS,0
6603,LAS,0
24712,LASE,0
18756,LASM,0
185938,LASN,0
6596,LASR,0
120296,LATD,0
29626,LATS,0
11170,LATX,0
119956,LAUN,0
6611,LAUR,0
105475,LAV1,0
143668,LAVA,0
6618,LAW,0
6617,LAWS,0
25680,LAYN,0
162559,LAZ,0
6543,LAZB,0
26218,LAZY,0
6534,LB,0
109621,LBAI,0
6579,LBC,0
30405,LBC2,0
24816,LBCI,0
64696,LBFC,0
182707,LBKF,0
164275,LBMH,0
203573,LBMS,0
22207,LBOR,0
6590,LBP,0
21227,LBRD/1,1
21227,LBRDA,1
122357,LBRT,0
18760,LBSC,0
178896,LBTI,0
174470,LBTM,0
176199,LBUJ,0
28462,LBY,0
6707,LC,0
66210,LC02,0
24931,LCA,0
11901,LCA1,0
32280,LCAP,0
61900,LCAV,0
3916,LCBM,0
63635,LCCI,0
116831,LCCO,0
6796,LCE,0
22632,LCI,0
6661,LCIC,0
28264,LCII,0
6548,LCLD,0
23143,LCNB,0
29480,LCOM,0
6589,LCOR,0
62550,LCOS,0
61398,LCRY,0
6517,LCSI,0
127354,LCTO,0
24099,LCUT,0
110621,LCX1,0
29169,LD,0
21776,LDAK,0
114418,LDAN,0
6518,LDBC,0
141957,LDCL,0
6802,LDG,0
176135,LDGV,0
13529,LDIC,0
23227,LDIG,0
14810,LDII,0
160254,LDIS,0
177486,LDK,0
6845,LDL,0
6557,LDM1,0
65866,LDMK,0
6646,LDN,0
18625,LDRH,0
28765,LDRY,0
66300,LDSH,0
16477,LEA,0
12337,LEAF,0
63662,LEAP,0
26072,LEBC,0
155933,LECG,0
16454,LECH,0
6638,LEDA,0
185380,LEDS,0
6639,LEE,0
6649,LEG,0
29214,LEG2,0
165411,LEGC,0
33733,LEGH,0
8716,LEGL,0
6654,LEH,0
30128,LEHM,0
12944,LEIX,0
20009,LEJU,0
6657,LEM,0
6669,LEN,0
150024,LEND,0
127958,LENF,0
14808,LENS,0
166443,LEPT,0
12450,LES,0
6679,LES9,0
23929,LESL,0
12474,LEV,0
28003,LEV1,0
157803,LEVC,0
28766,LEVL,0
27054,LEXAV,0
16916,LEXB,0
6696,LEXD,0
133868,LEXG,0
6694,LEXI,0
138843,LEXR,0
148410,LF,0
6738,LFBK,0
6803,LFBR,0
259503,LFCI,0
64979,LFCO,0
30807,LFCP,0
28945,LFCT,0
6519,LFE,0
30127,LFED,0
12474,LFI,0
26159,LFII,0
13052,LFIN,0
6836,LFKN,0
220487,LFL,0
25027,LFLT,0
126620,LFMN,0
66571,LFP,0
6709,LFS,0
29989,LFSB,0
178683,LFT,0
6736,LFTM,0
25747,LFUS,0
6547,LG,0
61705,LGAM,0
160336,LGBT,0
166436,LGCY,0
28378,LGE,0
25400,LGFB,0
18629,LGIH,0
6848,LGL,0
175299,LGLH,0
6785,LGN,0
25937,LGND,0
29249,LGNS,0
15212,LGPL,0
6818,LGS,0
20154,LGS1,0
60969,LGTO,0
65550,LGTY,0
145809,LGVN,0
61424,LGWX,0
6514,LHC,0
162404,LHCG,0
15346,LHMS,0
109926,LHO,0
24810,LHP,0
64776,LHSG,0
61927,LHSP,0
12958,LI,0
31172,LI13,0
112187,LIBB,0
6710,LIBH,0
2032,LIBN,0
28019,LIBT,0
6731,LICI,0
163668,LICN,0
25217,LIDA,0
6715,LIEB,0
6737,LIEL,0
164109,LIEN,0
30772,LIFB,0
24982,LIFC,0
1915,LIFT,0
13963,LIG,0
6720,LIGA,0
62344,LIHR,0
13692,LII,0
122380,LII1,0
6799,LIL,0
24724,LILA,1
24724,LILA/1,1
6732,LILY,0
177880,LIMC,0
177442,LIMS,0
64048,LIN,0
6734,LINB,0
6745,LIND,0
6746,LINE,0
28374,LINK,0
12255,LINN,0
174147,LINT,0
182450,LINV,0
14954,LINZ,0
6753,LIO,0
30888,LION,0
123016,LIOX,0
12397,LIPO,0
17810,LIQD,0
188355,LIQT,0
30063,LISB,0
6765,LIT,0
17807,LITB,0
65624,LITE,0
23249,LITEV,0
28299,LIV1,0
187122,LIVX,0
182491,LIWA,0
6768,LIZC,0
12585,LJC,0
66658,LJLB,0
30281,LJPC,0
13366,LJSI,0
6774,LK,0
18732,LKFN,0
6619,LKI,0
6560,LKK1,0
64545,LKM,0
155394,LKQX,0
6834,LKS,0
27802,LKSD,0
65295,LKST,0
178806,LL,0
3354,LLB,0
11966,LLC1,0
12195,LLEC,0
161897,LLFH,0
110685,LLL,0
177315,LLNW,0
6820,LLOE,0
6529,LLSI,0
16913,LLSL,0
12216,LLTC,0
177182,LLTP,0
6819,LLX,0
6730,LLY,0
6653,LM,0
6714,LMAN,0
174390,LMAT,0
20517,LMBH,0
13142,LMC,0
17010,LMCA,1
17010,LMCA/3,1
27186,LMCA/5,1
27186,LMCA/7,1
17010,LMCA/9,0
6854,LMED,0
23291,LMET,0
112034,LMIA,0
160549,LMII,1
160549,LMII/2,1
24724,LMII/3,0
132800,LMIN,0
6723,LMK,0
6581,LML,0
12824,LMLP,0
65927,LMM,0
141057,LMNE,0
29962,LMNR,0
19845,LMNS,0
155234,LMNT,0
133504,LMNX,0
190959,LMOS,0
6568,LMR,0
14861,LMR1,0
12197,LMRK,0
6571,LMS,0
158764,LMSM,0
64175,LMTR,0
20889,LMTS,0
158764,LMZ1,0
27490,LN,0
20297,LNBB,0
13051,LNBC,0
6742,LNC,0
117019,LNCB,0
65785,LNCC,0
6574,LNCE,0
15452,LNCO,0
25062,LNCR,0
24188,LNCT,0
62169,LNDC,0
6744,LNDL,0
11795,LNER,0
28998,LNET,0
6790,LNF,0
34296,LNGG,0
186342,LNKD,0
6792,LNLN,0
28386,LNOP,0
65611,LNR,0
16918,LNSB,0
130043,LNTE,0
21004,LNTH,0
128758,LNTY,0
127282,LNUX,0
6670,LNX,0
6583,LNY,0
109825,LO,0
20299,LOB,0
6776,LOC,0
139381,LOC1,0
21124,LOCO,0
27891,LODE,0
24954,LODG,0
15346,LOEH,0
28936,LOEW,0
6701,LOF,0
13156,LOG,0
14938,LOGC,0
6783,LOGE,0
102696,LOGI,0
62425,LOGL,0
179666,LOGM,0
60845,LOGN,0
6780,LOH,0
25111,LOHO,0
124377,LOIS,0
12789,LOJN,0
6791,LOM,0
267059,LOMA,0
6788,LOMK,0
162028,LONG,0
122917,LOOK,0
6804,LOOM,0
166623,LOOP,0
180083,LOPE,0
6807,LOR,0
30639,LORX,0
28504,LOTO,0
6815,LOTS,0
6825,LOU,0
132980,LOUD,0
238157,LOV,0
33425,LOVE,0
6829,LOW,0
21016,LOXO,0
16920,LOYC,0
24407,LPAC,0
6539,LPAI,0
18424,LPCN,0
147898,LPDX,0
12534,LPEP,0
13596,LPG,0
27985,LPG1,0
5835,LPHI,0
181036,LPIH,0
178519,LPLA,0
13285,LPLI,0
160739,LPLL,0
243243,LPMA,0
120297,LPNT,0
13562,LPO,0
12041,LPP,0
6659,LPR0,0
186087,LPRZ,0
178600,LPSB,0
133869,LPSN,0
180272,LPSW,0
6627,LPT,0
62217,LPTH,0
29914,LPTX,0
64936,LPWR,0
6821,LPX,0
6613,LQ,0
64981,LQ1,0
33810,LQDA,0
166213,LQDT,0
121979,LQID,0
6541,LQM,0
25681,LQMD,0
146117,LQMT,0
13564,LQP,0
62510,LQU,0
26171,LQW1,0
125654,LR,0
18811,LRC,0
61117,LRCI,0
6565,LRCX,0
25879,LRE,0
13150,LRF,0
6631,LRI,0
6811,LRM,0
178976,LRN,0
25208,LRNG,0
143443,LRNS,0
187167,LRR,0
20976,LRSI,0
6522,LRT,0
30354,LRY,0
6528,LSB,0
138705,LSBC,0
31489,LSBI,0
16898,LSBX,0
13577,LSC,0
16597,LSCC,0
6678,LSCO,0
18100,LSCP,0
157493,LSEC,0
152012,LSG1,0
6628,LSI,0
13522,LSI1,0
24398,LSKI,0
16911,LSNB,0
6648,LSO,0
63741,LSON,0
62640,LSP,0
129628,LSPN,0
170307,LSPT,0
25475,LSR,0
61798,LSRE,0
147817,LSRI,0
28008,LSSI,0
6797,LSST,0
6828,LST,0
21440,LSTR,0
24312,LSVI,0
6635,LSWY,0
63663,LTBG,0
6635,LTC,0
25665,LTC1,0
24967,LTCH,0
24503,LTCO,0
122901,LTCR,0
6733,LTD,0
6743,LTEC,0
12592,LTEK,0
14457,LTG,0
34048,LTHM,0
13393,LTIZ,0
6761,LTLE,0
160183,LTMI,0
121139,LTNX,0
245918,LTOM,0
260775,LTON,0
6781,LTR,0
61662,LTRE,0
20699,LTRPA,0
138467,LTRX,0
65717,LTS,0
164270,LTUP,0
31811,LTUS,0
6531,LTV,0
62324,LTV1,0
6532,LTXX,0
62599,LU,0
6831,LUB,0
6837,LUC,0
28935,LUCK,0
6835,LUD,0
6682,LUK,0
25222,LUKN,0
178015,LULU,0
6839,LUM,0
61553,LUMI,0
112190,LUMM,0
122918,LUMT,0
166583,LUNA,0
14383,LUND,0
23045,LUNR,0
6842,LUR,0
25284,LUSA,0
6843,LUSK,0
9882,LUV,0
20196,LUX,0
100528,LVA,0
63424,LVB,0
13693,LVC,0
23819,LVCI,0
15253,LVDG,0
16476,LVI,0
13440,LVLT,0
14447,LVMH,0
13664,LVNT,0
29468,LVSB,0
161844,LVSN,0
11224,LVTN,0
6667,LVX,0
28790,LW,0
15087,LWAY,0
114484,LWIN,0
6693,LWIS,0
23811,LWM1,0
15173,LWN1,0
13388,LWR,0
6556,LWSI,0
144135,LWSN,0
32750,LX,0
16910,LXBK,0
23875,LXEI,0
18050,LXFT,0
61552,LXK,0
62996,LXMO,0
138005,LXNT,0
29052,LXP,0
6846,LY,0
6847,LYC,0
18823,LYDP,0
15929,LYG,0
6849,LYND,0
3827,LYNG,0
15110,LYO,0
6527,LYTS,0
165746,LYV,0
6830,LZ,0
62465,LZR1,0
30253,LZTN,0
6985,M,0
7127,MA,0
29649,MAA,0
160225,MAAA,0
4506,MAAR,0
17047,MAB,0
21505,MABX,0
29868,MACC,0
6908,MACD,0
29170,MACE,0
6910,MACG,0
6913,MACK,0
29381,MACR,0
187631,MACZ,0
28334,MAD,0
29079,MADG,0
26244,MAE1,0
6905,MAF9,0
20075,MAFB,0
11816,MAG,0
12581,MAG1,0
24771,MAG2,0
28385,MAG3,0
6942,MAGE,0
13053,MAGI,0
28009,MAGL,0
6957,MAGN,0
111408,MAGR,0
7510,MAHI,0
6856,MAI,0
121437,MAI1,0
24440,MAIC,0
61599,MAID,0
63765,MAII,0
12300,MAIL,0
23113,MAIN,0
7304,MAIR,0
12655,MAJL,0
6971,MAJR,0
7728,MAJV,0
6914,MAK,0
65795,MAK1,0
12909,MAKL,0
120357,MAKR,0
179380,MAKS,0
30355,MAL,0
31674,MAL2,0
14481,MALC,0
165923,MALI,0
6975,MALL,0
6980,MALR,0
62747,MALT,0
20046,MAME,0
7352,MAMR,0
7007,MAN,0
12620,MANA,0
64049,MANC,0
109826,MANH,0
146171,MANI,0
63664,MANS,0
6994,MANT,0
28744,MANU,0
7016,MAO,0
6963,MAP,0
178531,MAPP,0
29661,MAPS,0
7018,MAR,0
4384,MARA,0
6876,MARC,0
12537,MARG,0
12289,MARK,0
7039,MARN,0
14836,MARO,0
24651,MARQ,0
7066,MARS,0
29523,MART,0
26013,MARY,0
7085,MAS,0
16924,MASB,0
120956,MASC,0
177881,MASH,0
61046,MASK,0
64952,MASS,0
64165,MAST,0
20696,MASW,0
7086,MASX,0
7116,MAT,0
27771,MAT1,0
30268,MATE,0
7109,MATH,0
29278,MATK,0
132405,MATR,0
1598,MATS,0
16600,MATT,0
63055,MATV,0
30477,MATW,0
24877,MATX,0
7117,MAUI,0
23774,MAV,0
22262,MAWS,0
7112,MAX,0
7132,MAXE,0
7133,MAXI,0
28955,MAXM,0
30193,MAXS,0
127481,MAXY,0
25989,MAY,0
7136,MAYF,0
7130,MAYP,0
61795,MAZD,0
64015,MAZL,0
7413,MB,0
6919,MB1,0
31535,MBBC,0
7326,MBC,0
12263,MBF,0
61229,MBHI,0
13561,MBI,0
18891,MBIA,0
18270,MBII,0
32619,MBIN,0
7505,MBIO,0
62748,MBJI,0
6863,MBK,0
28496,MBLF,0
60959,MBLM,0
271607,MBLT,0
175490,MBLX,0
24499,MBLY,0
7332,MBMI,0
14801,MBN,0
60798,MBOC,0
6858,MBOX,0
66288,MBP,0
136864,MBR,0
65610,MBRG,0
24923,MBRK,0
63812,MBRS,0
29068,MBRW,0
158746,MBRX,0
13451,MBSX,0
137433,MBT,0
19057,MBTF,0
19391,MBUU,0
16929,MBVT,0
65689,MBWM,0
13570,MBY,0
7114,MC,0
6861,MCA,0
126773,MCA1,0
25783,MCAF,0
23034,MCAM,0
13644,MCAW,0
32519,MCB,0
107325,MCBC,0
150179,MCBF,0
116791,MCBI,0
30394,MCBS,0
26012,MCBX,0
7477,MCCA,0
129442,MCCC,0
60974,MCCI,0
7143,MCCL,0
28917,MCCO,0
7146,MCCR,0
7186,MCCS,0
186279,MCCZ,0
7154,MCD,0
62860,MCDE,0
7157,MCDL,0
138607,MCDT,0
7341,MCDY,0
14563,MCE1,0
13933,MCEG,0
177637,MCEH,0
138609,MCEL,0
187810,MCEP,0
22053,MCF,0
7159,MCFE,0
24911,MCFT,0
7158,MCFV,0
7320,MCG,0
146114,MCGC,0
7165,MCGD,0
7219,MCH,0
6924,MCHM,0
7256,MCHN,0
27965,MCHP,0
12636,MCHS,0
7185,MCHT,0
1164,MCIA,0
6864,MCIC,0
125357,MCKC,0
7554,MCL,0
63023,MCLD,0
28603,MCLL,0
140798,MCLS,0
18826,MCMC,0
121815,MCMG,0
7363,MCN,0
7319,MCN2,0
63779,MCNS,0
6873,MCO,0
176455,MCO1,0
25212,MCO2,0
13603,MCOM,0
14160,MCON,0
185685,MCOX,0
11968,MCP,0
7178,MCQA,0
161120,MCQC,0
6872,MCR,0
24177,MCRB,0
7328,MCRD,0
28704,MCRI,0
31147,MCRL,0
24306,MCRN,0
7330,MCRO,0
7031,MCRP,0
7331,MCRS,0
66393,MCRY,0
63966,MCSC,0
6959,MCSI,0
111534,MCST,0
122517,MCSW,0
25613,MCSY,0
6926,MCT,0
31134,MCTH,0
28983,MCTI,0
21005,MCUR,0
63531,MCVI,0
15383,MCX,0
7155,MD,0
7008,MDA,0
137609,MDA1,0
179027,MDAS,0
19552,MDB,0
64844,MDC1,0
127381,MDCA,0
61706,MDCC,0
7205,MDCI,0
28265,MDCL,0
122837,MDCM,0
138608,MDCN,0
16932,MDCO,0
122919,MDCP,0
7153,MDD,0
65124,MDDS,0
7208,MDEV,0
7199,MDEX,0
13401,MDG1,0
293754,MDGZ,0
161852,MDHC,0
7189,MDI,0
14100,MDI1,0
62859,MDII,0
24902,MDIX,0
1884,MDK,0
25990,MDLD,0
28631,MDLI,0
64319,MDLK,0
21547,MDLY,0
29574,MDMC,0
64307,MDMD,0
62233,MDN,0
7083,MDNT,0
21066,MDNU,0
121560,MDNX,0
7156,MDO,0
7260,MDP,0
152809,MDPC,0
7187,MDPK,0
7152,MDR,0
13243,MDR1,0
21186,MDR2,0
34420,MDRR,0
7497,MDS,0
21959,MDSI,0
29716,MDSL,0
6932,MDSN,0
182308,MDSO,0
7227,MDST,0
7006,MDSY,0
66438,MDSZ,0
7228,MDT,0
13048,MDTC,0
143605,MDTH,0
136307,MDTL,0
6867,MDU,0
22484,MDVX,0
19988,MDWD,0
61527,MDWV,0
25501,MDX1,0
178157,MDXG,0
7192,MDXR,0
27789,MDYN,0
20570,MDZ1,1
20570,MDZ2,1
148281,ME,0
7245,ME2B,0
64404,ME2M,0
7180,MEA,0
61589,MEAD,0
64595,MEAI,0
62444,MEC2,0
22805,MECA,0
29712,MECK,0
61671,MECN,0
24360,MECS,0
7216,MED,0
25575,MED3,0
24531,MEDA,0
7206,MEDC,0
60796,MEDD,0
118002,MEDE,0
29517,MEDF,0
285536,MEDH,0
24008,MEDI,0
63700,MEDJ,0
24449,MEDM,0
176144,MEDO,0
30239,MEDP,0
25216,MEDQ,0
7196,MEDR,0
24111,MEDS,0
7206,MEDT,0
24378,MEDW,0
24191,MEDX,0
7215,MEDY,0
7296,MEE,0
160474,MEEA,0
25592,MEGF,0
19954,MEGO,0
28279,MEGT,0
61339,MEH,0
29907,MEKK,0
7238,MEL,0
164293,MELA,0
64863,MELI,0
178081,MELL,0
21990,MELR,0
7242,MEM,0
63796,MEMC,0
194755,MEMP,0
179082,MEMS,0
157959,MEMY,0
163102,MEND,0
24850,MENJ,0
61868,MENS,0
7251,MENT,0
7129,MEP,0
19104,MEPP,0
7267,MER,0
14563,MERC,0
28946,MERI,0
116773,MERK,0
7274,MERN,0
29095,MERQ,0
24319,MERS,0
184057,MERU,0
30247,MERX,0
7273,MERY,0
7241,MES,0
7278,MESA,0
13241,MESL,0
33962,MESL/1,0
61510,MESW,0
7298,MET,0
126654,MET1,0
24100,META,0
30017,METB,0
15158,METC,0
146778,METD,0
63891,METF,0
61641,METG,0
7291,METH,0
133768,METL,0
65962,METN,0
11797,METS,0
63724,METZ,0
143770,MEV1,0
24454,MEVA,0
7309,MEXC,0
66631,MEXP,0
12681,MEYR,0
7068,MF,0
15101,MFA,0
7049,MFAC,0
163879,MFB,0
29940,MFBC,0
62352,MFC,0
124042,MFC2,0
18914,MFCB,0
29980,MFCX,0
7616,MFD,0
12174,MFED,0
30759,MFFC,0
248136,MFG,0
7553,MFGI,0
16428,MFH1,1
16428,MFH2,1
118126,MFI,0
2251,MFIC,0
28353,MFIN,0
7136,MFL,0
64779,MFL1,0
133430,MFLO,0
7220,MFLX,0
15298,MFM1,0
15317,MFN,0
65706,MFNX,0
7201,MFRD,0
19431,MFRI,0
161036,MFRM,0
8873,MFS,0
20035,MFS1,0
127797,MFSF,0
28289,MFST,0
60887,MFW,0
6869,MFYI,0
180229,MG,0
6946,MG1,0
62107,MGAM,0
11941,MGAN,0
24922,MGAS,0
27964,MGAW,0
65404,MGBC,0
6937,MGC,0
14014,MGCB,0
7217,MGCC,0
7211,MGCO,0
110326,MGCX,0
7329,MGEN,0
6870,MGFO,0
28999,MGG,0
25367,MGIC,0
5342,MGII,0
14656,MGIN,0
165177,MGIS,0
166051,MGL,0
7160,MGLL,0
6878,MGM,0
12352,MGM2,0
6944,MGMA,0
14418,MGMG,0
111493,MGMT,0
29979,MGNB,0
22650,MGNI,0
23921,MGNL,0
18658,MGNX,0
27045,MGP,0
7162,MGR,0
7161,MGRC,0
7272,MGRE,0
7395,MGRY,0
31010,MGS,0
134305,MGS1,0
33500,MGTA,0
7325,MGU,0
62225,MGX,0
22528,MGXI,0
165465,MGYB,0
7479,MH,0
17043,MHBK,0
7003,MHC,0
27875,MHCC,0
11942,MHCO,0
6974,MHG,0
14102,MHG1,1
14102,MHG2,1
165924,MHGC,0
180822,MHH,0
6979,MHI,0
19618,MHI1,0
24448,MHI2,0
62351,MHI3,0
160726,MHL,0
178371,MHLD,0
12615,MHO,0
157619,MHOI,0
7163,MHP,0
7186,MHSI,0
6990,MHT,0
61711,MHTT,0
122435,MHU,0
7070,MI,0
139705,MI2O,0
19020,MIAM,0
13501,MICA,0
30024,MICC,0
7339,MICD,0
60920,MICG,0
63637,MICH,0
30295,MICM,0
30187,MICN,0
160555,MICR,0
7327,MICS,0
65562,MICT,0
1318,MID,0
20158,MIDA,0
17046,MIDC,0
7386,MIDE,0
28615,MIDI,0
7375,MIDL,0
17044,MIDS,0
130764,MIE1,0
25821,MIFC,0
102690,MIFG,0
7336,MIFI,0
7371,MIG,0
17036,MIGI,0
118125,MIGP,0
25965,MIH1,0
119653,MIHL,0
12615,MIHO,0
7173,MII,0
15426,MII1,0
7316,MIK,0
12398,MIKA,0
7316,MIKE,0
13318,MIKL,0
29250,MIKN,0
7392,MIL,0
30558,MIL2,0
7409,MILI,0
17457,MILK,0
7408,MILL,0
7416,MILT,0
166200,MILU,0
17048,MILW,0
155458,MIM,1
155458,MIM1,1
26368,MIME,0
63490,MIMS,0
14496,MIND,0
119214,MINE,0
7434,MINF,0
29734,MINI,0
7438,MINL,0
7431,MINY,0
25757,MIOA,0
13249,MIP,0
66228,MIPI,0
19854,MIPS,0
13776,MIR,0
7444,MIR9,0
23051,MIRR,0
7457,MIS,0
64321,MISI,0
7448,MISS,0
31214,MITC,0
14113,MITK,0
174531,MITL,0
7471,MITS,0
186671,MITT,0
30121,MITY,0
7100,MIV,0
31638,MIVI,0
287252,MIXT,0
61359,MIZR,0
24937,MJCO,0
180833,MJN,0
7138,MJW,0
25949,MK1,0
64961,MKA,0
29406,MKAU,0
7040,MKC,0
7168,MKE,0
15023,MKF1,0
183266,MKGD,0
61212,MKIE,0
30107,MKRL,0
30254,MKS,0
119275,MKSI,0
6972,MKTA,0
186451,MKTG,0
17693,MKTO,0
117358,MKTW,0
158742,MKTX,0
7081,MKY,0
7077,ML,0
63293,ML2,0
7369,MLA,0
7523,MLAB,0
153311,MLBP,0
6991,MLC,0
63986,MLCH,0
143283,MLCI,0
7087,MLD,0
15659,MLEA,0
18844,MLEX,0
30586,MLFB,0
160216,MLFX,0
13031,MLG,0
7401,MLHR,0
15343,MLI,0
30789,MLIN,0
7333,MLIS,0
15089,MLK,0
6920,MLL,0
7074,MLLE,0
29733,MLM,0
170458,MLMD,0
62920,MLMI,0
7174,MLN,0
120441,MLNK,0
62784,MLNM,0
176363,MLNX,0
12226,MLOG,0
7276,MLP,0
160196,MLQT,0
7373,MLR,0
15306,MLRC,0
30072,MLS,0
7469,MLT,0
27811,MLT1,0
7469,MLT2,0
144137,MLTC,0
7607,MLTF,0
28767,MLTI,0
119081,MLTX,0
180109,MLVF,0
61338,MLWL,0
7175,MLX,0
12497,MLXX,0
7509,MLY,0
7032,MM,0
24393,MM2,0
63541,MMA,0
7268,MMAC,0
7065,MMC,0
65705,MMCN,0
12699,MMCT,0
7556,MMD,0
179648,MMDD,0
21092,MMDI,0
7177,MME,0
7609,MMED,0
4932,MMG,0
64000,MMGC,0
23792,MMGI,0
64320,MMGR,0
113439,MMH,0
7470,MMI,0
7531,MMIC,0
28497,MMII,0
6882,MMIM,0
19000,MMIU,0
186106,MMIW,0
7091,MML,0
150201,MMLP,0
7435,MMM,0
107434,MMM1,0
7275,MMMM,0
7515,MMO,0
145933,MMO1,0
18036,MMOC,0
63246,MMP,0
154773,MMP1,0
176353,MMPE,0
7059,MMPI,0
118084,MMPT,0
7555,MMR,0
30234,MMR1,0
113367,MMRB,0
13233,MMRH,0
30669,MMRI,0
7176,MMRN,0
64901,MMS,0
21777,MMSI,0
10211,MMT,0
103307,MMTC,0
120314,MMXI,0
185319,MMYT,0
6799,MN,0
17049,MNBC,0
7089,MNC,0
7322,MNCO,0
200480,MNCT,0
7466,MND,0
154434,MNDD,0
9551,MNDL,0
138521,MNDO,0
64125,MNE,0
277186,MNEL,0
7420,MNES,0
7521,MNFT,0
180937,MNGA,0
7002,MNH,0
14163,MNI,0
160340,MNKD,0
18086,MNKP,0
32889,MNLO,0
61059,MNMD,0
189567,MNN,0
162892,MNOV,0
13372,MNPI,0
6998,MNR,0
24350,MNRO,0
6922,MNS,0
7440,MNST,0
13436,MNT,0
264414,MNTA,0
7005,MNTL,0
7250,MNTR,0
12417,MNXI,0
115873,MNY,0
8543,MO,0
154595,MO1I,0
116531,MO1K,0
7525,MO1L,0
12666,MOAI,0
7475,MOB,0
137434,MOBE,0
7503,MOBI,0
185944,MOBK,0
66723,MOBS,0
30189,MOCN,0
7481,MOCO,0
7486,MODI,0
30356,MODL,0
17553,MODN,0
22810,MODT,0
7560,MOE,0
65796,MOFG,0
30206,MOFN,0
7549,MOG,0
11968,MOGC,0
7504,MOGN,0
34411,MOGU,0
7495,MOH,0
25119,MOHK,0
152149,MOHY,0
7137,MOIL,0
63630,MOKA,0
7564,MOKE,0
12536,MOKG,0
285229,MOKO,0
14337,MOLE,0
7506,MOLX,0
7485,MOM,0
22164,MOMO,0
28403,MOND,0
7546,MONE,0
23492,MONF,0
140760,MONN,0
65012,MONT,0
7547,MONU,0
24091,MOOR,0
61127,MOOV,0
7458,MOP,0
21073,MORE,0
7558,MORF,0
27613,MORG,0
7565,MORL,0
7557,MORP,0
7566,MORR,0
7550,MORS,0
184994,MORT,0
10786,MORW,0
14996,MOS,0
162129,MOSC,0
7577,MOSE,0
7578,MOSI,0
7579,MOSK,0
141278,MOSY,0
7585,MOT,0
28695,MOTC,0
18593,MOTN,0
7582,MOTO,0
17052,MOTR,0
31348,MOTS,0
157757,MOTV,0
8481,MOVE,0
30559,MOVI,0
30234,MOXY,0
7167,MP1,0
29930,MPAA,0
13413,MPAC,0
7358,MPAI,0
186989,MPCW,0
7229,MPD,0
61370,MPDI,0
176260,MPEL,0
28655,MPFC,0
151403,MPG,0
7618,MPH,0
119297,MPH1,0
7078,MPI,0
30101,MPIX,0
7437,MPL,0
7221,MPL1,0
126621,MPLE,0
7221,MPLX,0
12294,MPLZ,0
23961,MPM,0
12068,MPMT,0
170627,MPOZ,0
64640,MPP1,0
122173,MPPP,0
7281,MPR,0
7345,MPRO,0
24509,MPRS,0
112095,MPS1,0
6886,MPSG,0
24998,MPSX,0
120059,MPTH,0
31549,MPTR,0
11056,MPV,0
26189,MPV1,0
162160,MPW,0
65948,MPWG,0
160888,MPWR,0
142546,MPXC,0
120215,MQST,0
61100,MR1,1
61100,MR2,1
65399,MRA,0
14939,MRAC,0
28087,MRAM,0
120156,MRBA,0
7253,MRBK,0
16921,MRBL,0
7415,MRC,0
23442,MRC1,0
17035,MRC8,0
7255,MRC9,0
16066,MRCC,0
28166,MRCF,0
180016,MRCG,0
13532,MRCH,0
7022,MRCS,0
157755,MRCX,0
17035,MRCY,0
20168,MRD,0
7261,MRDN,0
60932,MRE1,0
2614,MRET,0
24876,MRG,0
7463,MRGC,0
66630,MRGE,0
28632,MRGN,0
7025,MRGX,0
148932,MRH,0
63985,MRI,0
25699,MRI2,0
17376,MRIN,0
7067,MRIS,0
23976,MRIX,0
7257,MRK,0
30611,MRKR,0
12380,MRLL,0
156157,MRLN,0
175612,MRMI,0
7567,MRN,0
34410,MRNA,0
147262,MRNN,0
28391,MRNR,0
20567,MRNS,0
7017,MRO,0
62224,MROE,0
160373,MRON,0
14608,MRP,0
1956,MRR,0
61721,MRRW,0
63466,MRS1,0
30884,MRSA,0
28642,MRSI,0
31628,MRSN,0
64148,MRT,0
12350,MRTA,0
5641,MRTC,0
12625,MRTN,0
25334,MRU,0
26385,MRUS,0
24303,MRV,0
25978,MRVC,0
137310,MRVL,0
191255,MRWC,0
7244,MRX,0
6977,MRY,0
12124,MS,0
7276,MSA,0
7229,MSA1,0
31450,MSAD,0
6986,MSAI,0
13283,MSAM,0
7279,MSB,0
25556,MSB1,0
25698,MSBB,0
31495,MSBF,0
176457,MSBI,0
17140,MSBK,0
163965,MSBT,0
7107,MSC,0
12169,MSCA,0
7346,MSCC,0
7576,MSCM,0
7101,MSCO,0
7092,MSCP,0
25686,MSDX,0
7099,MSE,0
20076,MSEA,0
7368,MSEX,0
61049,MSFI,0
12141,MSFT,0
24481,MSG,0
2402,MSGI,0
184157,MSGN,0
14512,MSHK,0
157865,MSHL,0
6891,MSI,0
24469,MSI1,0
7213,MSII,0
7430,MSIX,0
220508,MSK,0
7259,MSL,0
29087,MSLD,0
28152,MSLI,0
126597,MSLV,0
61732,MSM,0
24808,MSMR,0
184498,MSN,0
30418,MSNS,0
125237,MSO,0
24890,MSON,0
62391,MSPG,0
30773,MSPO,0
138127,MSPR,0
12589,MSRC,0
14857,MSRR,0
12236,MSS,0
65930,MSSI,0
17045,MSSL,0
160338,MSSR,0
7464,MSST,0
7254,MST,0
65069,MSTB,0
31679,MSTG,0
15094,MSTR,0
7366,MSU,0
18498,MSUA,0
137137,MSV,0
